Gene,TBI Acute vs AControl Log2 fold change,TBI Subacute vs SControl Log2 fold change,TBI Chronic vs CControl Log2 fold change,TBI  Acute Avg,TBI  Subacute Avg,TBI Chronic Avg,Acute pval,Subacute pval,Chronic pval
Nde1,0.05,-0.085,0.266,26.7,22.6,25.3,0.5130034751766812,0.7762063146540414,0.325225012247538
Scamp3,0.067,0.067,0.15,9.5,9.4,9.2,0.5540154408666752,0.5840451681402272,0.25701767897003736
Il4ra,0.757,0.382,0.209,61.0,35.9,40.3,0.6254705177930744,0.23190214351459099,0.0069586906299120245
Osbpl2,-0.314,-0.178,0.14,31.8,28.7,39.0,0.177067296541378,0.37384434840381575,0.32372264770515796
Wdr43,0.464,0.173,0.306,56.2,38.7,40.7,0.9372858420388506,0.27046006291513297,0.10514039680656322
Glod4,-0.299,-0.22,0.415,38.2,45.1,40.1,0.19416563643888812,0.035454866298628034,0.08942753922048256
Gla,-0.047,0.032,-0.023,31.2,25.5,30.0,0.3888399413552384,0.3964151731918075,0.8431189378892634
Atp6v0b,-0.177,-0.259,0.061,26.4,21.9,25.8,0.27376624931181304,0.1403022450493135,0.7811621165888378
Qsox2,0.288,0.571,0.221,17.6,22.2,22.1,0.8548219667673272,0.10946985667000514,0.05763866008647088
1700034J05Rik,0.174,0.685,0.294,12.7,10.3,15.0,0.6733798715266412,0.5907780888862789,0.005823295533169263
Zbtb16,-0.91,1.388,-0.443,5.4,5.6,3.0,0.14164054561726153,0.5189892427134476,0.5432642375850337
Fam189a2,-1.28,0.072,0.201,5.3,9.8,12.3,0.015939390503305062,0.3720149330276397,0.2021421934287179
Endou,-0.467,0.257,-0.162,5.5,6.4,11.7,0.1086455238021791,0.4540727924893132,0.6555682138669697
Ifngr2,0.585,-0.112,0.266,43.4,24.6,18.2,0.8056440504662818,0.7231734220827013,0.07362394046824683
Mr1,-0.312,0.354,0.273,17.0,23.0,22.7,0.1690611433567467,0.059460630041378595,0.12704434741286885
Parp2,0.04,0.281,0.401,20.7,21.7,23.5,0.49665709310675776,0.1987980614583513,0.0037338661991344214
Stk35,0.003,0.576,-0.045,31.3,34.1,37.1,0.5021386951759612,0.08141321440135647,0.8434119618050067
Dmd,0.121,0.025,-0.194,51.8,76.2,71.4,0.7325617096396522,0.9422820460741045,0.40195894790736
Fbxo18,-0.203,0.226,0.128,35.0,37.6,35.1,0.2628642063789333,0.4310892885911938,0.4778648593021001
Heatr7b1,0.518,0.538,0.106,5.6,7.1,4.4,0.9096832490570834,0.020476189184095054,0.46249545346748305
Tbl2,0.118,0.078,0.24,18.8,14.8,16.0,0.6270678295596712,0.8499456153845679,0.30262371151642664
Sfmbt1,0.139,0.121,0.185,19.2,15.2,21.3,0.6192729076985066,0.6375216583037384,0.29461150142318376
Atad2,0.317,0.251,0.288,29.9,20.9,19.5,0.8717585126647239,0.01708081815965153,0.2939895692980761
Alkbh8,-0.046,0.171,0.276,18.2,16.8,16.0,0.4003345293259241,0.18671055580154153,0.3711620102843385
Nsfl1c,0.16,0.054,0.222,26.6,20.5,26.3,0.6484241516224183,0.6726967330791984,0.12064412513822056
Pycard,-0.43,0.211,0.062,3.5,6.3,6.5,0.1345518840925994,0.5692461860599689,0.8579998432004696
Zfp446,-0.172,0.37,0.35,8.2,7.9,8.7,0.29316794734897855,0.13084403526022018,0.18817921793135142
Pigu,-0.04,0.102,0.19,17.9,18.6,22.0,0.405710110957072,0.44084048279394383,0.3730213623727804
Cdc123,0.027,-0.07,0.153,26.8,25.6,25.6,0.48004398793239944,0.7215983205869514,0.21966455163519988
Flt3l,-0.529,0.237,0.259,1.1,1.5,2.2,0.10694505673232252,0.33959903791278995,0.7309160282790378
2310045N01Rik,-0.174,-0.107,0.029,20.7,23.5,21.9,0.2777684944631565,0.6563245205949286,0.8312478363430146
Grb7,-0.787,-0.121,0.031,20.2,19.7,29.2,0.028124174883050232,0.6454952849667541,0.7077415491469952
Ccdc90b,-0.274,-0.37,-0.015,12.1,13.2,12.2,0.21005496197829274,0.2647125646781236,0.9488320627918083
2310036O22Rik,-0.159,-0.497,0.164,18.5,16.0,19.3,0.28807121211151265,0.01634021016106251,0.44494243035760295
Asap2,0.655,0.39,-0.108,48.1,42.9,39.3,0.7250651249094927,0.4352333075399481,0.6792553475241752
Tatdn2,-0.091,0.348,0.218,15.7,16.7,22.1,0.3551544275831777,0.17280089137854363,0.2075523616180972
Sclt1,-0.343,0.007,0.344,14.4,15.5,17.3,0.1470211727923775,0.9586471050921666,0.07343270410606473
Ppm1b,0.024,0.155,0.21,23.9,21.7,25.2,0.48378052954564776,0.454269099441451,0.32745164236566937
Zfp408,-0.061,0.168,0.165,11.1,11.0,10.8,0.3929768292806659,0.6647410015830661,0.3929011737241011
Grina,-0.252,0.048,0.057,27.2,28.6,25.9,0.234159409071607,0.2770957775703905,0.8149334510682686
Mms19,-0.1,0.308,0.195,23.7,21.7,24.9,0.3325232464004469,0.287224600473974,0.1398509998952835
Col1a2,1.32,1.686,0.034,66.5,137.6,24.0,0.4971896743318206,0.016693869945756522,0.9360126059553181
Daglb,-0.141,0.584,0.367,5.3,6.4,9.8,0.32047650632498675,0.12912719049752244,0.4141673584053151
Marveld1,0.391,0.415,-0.212,24.9,22.0,23.3,0.9684269504110763,0.127969242330814,0.357891103685027
Klhl11,-0.203,0.102,0.233,14.3,13.5,19.4,0.24390922687791453,0.2985537951852684,0.3598067637652618
2010012O05Rik,0.098,0.018,0.06,8.2,10.8,7.1,0.5838354609043368,0.8805876617151265,0.7824751508687087
Ugp2,0.305,0.0,0.103,57.7,48.5,49.5,0.8521682081143739,1.0,0.29255352212530966
Cd40,-0.037,-0.338,-0.117,29.8,28.2,29.0,0.4011624810662248,0.04426524448726632,0.08831383089055045
BC005624,-0.231,0.042,0.071,12.8,13.6,15.8,0.21999899589146196,0.6070090673947606,0.5157080575087847
Inpp5e,-0.25,-0.005,0.169,16.5,18.3,22.0,0.21978601435759315,0.9718619095478855,0.10336291887763749
Myef2,0.631,0.194,0.305,27.9,16.8,24.6,0.7452181842426656,0.639673183182569,0.08967671458330465
Psma4,0.365,-0.214,0.141,33.2,25.1,24.2,0.9346513081443806,0.03191276953539277,0.27541615773807004
Dnalc1,0.011,0.402,0.083,19.1,18.7,20.1,0.458290139722985,0.07077273950280949,0.4638025926104093
Prkcb,-0.528,0.311,0.116,9.1,10.9,14.6,0.08497260023116791,0.4653638059032962,0.7274256861268629
Apbb3,-0.33,-0.399,0.292,7.6,5.9,10.5,0.16097949959985067,0.2032090041345152,0.11686853738759742
Smpd2,-0.319,-0.121,0.045,19.3,22.6,20.2,0.1818318271857312,0.27100810591309804,0.7612850611391613
Sdhaf2,-0.057,0.08,0.214,22.3,25.0,18.4,0.3949360869821774,0.20794618193636788,0.11468703093002311
Bcl7b,-0.12,-0.18,0.239,15.4,14.6,17.7,0.31762703163057054,0.1533671553907084,0.2538929637220503
Rbm41,-0.118,-0.34,0.141,19.4,14.5,19.5,0.31463722164175967,0.38842626992810486,0.2780207308307686
4930444A02Rik,-0.226,0.047,0.388,8.1,10.6,8.0,0.2867353479353684,0.5835828115818589,0.0032781943827380057
Atg5,-0.121,-0.121,0.183,21.4,22.2,22.9,0.31165969554270184,0.18798232391536907,0.21517224125647103
Mtap,0.499,-0.112,-0.018,36.3,29.4,26.8,0.8948265478766639,0.3024058962374084,0.8590005345420688
Prrg2,-0.474,-0.476,-0.093,11.2,12.0,10.5,0.11840270262033749,0.03659683690430125,0.6231292248149307
Prr13,-0.357,-0.165,0.395,10.2,11.6,14.1,0.14268224570970214,0.5674135834229146,0.22162345979550915
Acadl,-0.041,0.012,0.135,71.3,62.4,68.4,0.39598852355134345,0.9684866947385805,0.17071194881897586
Tsc1,-0.123,0.219,0.206,20.2,18.4,26.2,0.3295361997139032,0.5064366675291541,0.3485427461678533
Rgp1,-0.067,0.331,0.276,17.5,18.3,18.1,0.38393537295014524,0.23014345625956598,0.1915804926935927
Letmd1,-0.302,0.119,0.324,7.0,8.7,10.7,0.18091777587399774,0.5539049048360712,0.24911538678262063
Kdm1b,-0.207,0.362,0.054,12.2,12.2,11.8,0.24393483264345053,0.33753684385775795,0.7266413325139227
Pcif1,-0.288,-0.138,0.122,27.3,28.7,37.4,0.17965407580072879,0.20751997203976127,0.5551203443677786
Gtpbp1,-0.06,-0.046,0.027,32.1,32.4,37.9,0.40886672699391813,0.8707765788802282,0.8793069683727904
Trmt61a,0.787,-0.163,0.545,4.0,2.6,3.0,0.6012319028818889,0.6460895980361303,0.40202535174193194
Ppia,-0.23,-0.126,-0.001,10.9,9.3,14.8,0.2408823456875668,0.49215415712670824,0.9861006454999341
Kti12,-0.281,-0.07,0.06,16.3,20.4,21.0,0.21752797736584062,0.8906939837898348,0.800864350819186
Bag1,0.203,-0.293,0.107,84.0,66.8,73.5,0.7058043029027381,0.09698374028742929,0.3269959697318099
Rad18,0.868,0.548,-0.15,11.7,8.4,7.2,0.5594485183876328,0.0598595171458283,0.18393590997890175
Ndufab1,0.048,-0.267,0.213,8.0,5.7,7.6,0.503517645095294,0.20794425588900944,0.309934434472647
Mtm1,-0.113,-0.111,0.465,17.0,16.6,18.0,0.31738215212384596,0.5097554880273274,0.1356941502643377
Dkc1,0.426,-0.055,0.204,37.3,29.2,29.1,0.9842135156266747,0.522622017153159,0.12129679892840452
Nup93,0.24,-0.156,0.147,24.6,19.8,22.0,0.763707173287064,0.43683018326478057,0.31507195978177127
Fig4,-0.141,0.079,0.207,16.1,17.8,16.9,0.33463082958485146,0.45010065548833267,0.44718459805276584
Mtrf1l,-0.607,-0.19,0.481,12.3,11.9,16.5,0.06270972957442283,0.41846235817396227,0.0553604080454585
Rnf19b,0.095,0.187,0.112,18.1,15.6,23.0,0.5659459497362147,0.5072939940687604,0.7541150757496702
Cenpc1,0.185,-0.262,0.468,20.2,14.3,16.8,0.6927122231994589,0.021255216572766796,0.09552779703075343
Msl3,-0.172,-0.166,0.142,19.6,17.5,20.1,0.2762843324433066,0.5753513160329617,0.25656898229385355
Bbs2,-0.358,-0.042,0.09,14.7,18.2,22.7,0.16192109652706485,0.8343652330017226,0.22432641025838226
N4bp2,-0.228,0.419,0.269,30.6,29.9,28.2,0.23287555224919823,0.19858753417912947,0.27908587458165146
Csrnp2,0.011,0.133,-0.163,17.5,16.7,28.2,0.47283143774565056,0.40635161135335757,0.7279664877470065
Tubb2a,-0.246,-0.575,0.078,33.1,28.5,47.8,0.21280941270706358,0.05535651662368895,0.6328896135098336
Rps6ka1,-0.405,-0.19,0.261,19.3,17.5,27.4,0.13269303854014727,0.19959405495653665,0.46565367538178914
Dnajc9,-0.158,-0.031,0.107,10.2,12.0,14.3,0.3091447291633333,0.8372174313694497,0.5259084781410734
Osbpl11,-0.088,0.555,0.18,28.4,26.7,29.0,0.3655134818781228,0.12810190275054173,0.4746510455067538
Gtpbp2,-0.155,0.319,0.042,23.9,27.8,27.6,0.3075882989620788,0.14226528771633207,0.8449306383016482
Rilpl1,-0.027,0.178,0.076,31.9,28.5,29.9,0.4310046662046621,0.237625063052242,0.648316809944272
Fbxo22,-0.096,-0.202,0.028,30.7,30.4,32.8,0.35640070310515776,0.13026029502213732,0.8681259681222877
Pigv,-0.549,0.394,0.399,2.8,4.3,4.9,0.09851063507679461,0.1968835301283158,0.2748899058007304
Minos1,0.084,-0.126,-0.068,36.3,39.3,34.7,0.5464004093305115,0.4378951350159241,0.6245982406351848
Pcgf2,0.093,0.134,0.179,10.7,11.3,8.6,0.56742489419327,0.694542140918522,0.4541078338544371
Trim27,0.301,0.09,0.171,16.8,14.3,13.2,0.8470474593345475,0.7554952155874379,0.0613703448897507
Efhc2,-0.713,-0.525,0.244,5.8,5.5,14.0,0.07290413748175063,0.14921399106384922,0.12439598605651692
Zfp12,0.125,0.328,0.281,13.7,12.4,13.5,0.599485384800327,0.07065187433475328,0.21286447819096585
Narg2,-0.425,-0.02,0.611,23.0,25.3,28.0,0.165332381096586,0.902949235500297,0.03487575153235153
Spr,-0.651,0.129,-0.062,3.2,5.4,5.7,0.04650851654057585,0.7619239622319484,0.7761693741114513
4933407C03Rik,0.532,1.455,0.255,10.3,13.9,8.4,0.8516641244290126,0.0496291129916358,0.4116139918696559
Kank4,-0.999,-0.791,0.007,20.9,24.1,38.7,0.038500391824334436,0.09010918612351891,0.9850787687371099
Rnf146,-0.035,0.083,0.193,23.6,18.9,24.0,0.40379176549149537,0.5530535158136785,0.16480870565647973
Usp49,-0.103,0.482,0.144,9.4,12.2,14.2,0.4012837291794857,0.2541517019472818,0.34453717643445864
Fam160b2,-0.113,0.344,-0.119,5.3,6.5,6.2,0.35923817067237884,0.3018642394445503,0.7266935434798103
Rab11fip2,-0.061,0.075,0.005,12.1,11.7,15.1,0.376781891498087,0.5566992057482452,0.9773503837585218
Rbm45,-0.036,-0.056,0.196,9.6,8.5,7.5,0.4271590447172328,0.8668032145031543,0.2073456512089923
Ezr,-0.277,-0.081,0.096,31.6,26.3,33.9,0.21591661365371947,0.7770414790434227,0.5940317670091535
Dlat,0.163,0.301,0.033,34.9,34.4,34.1,0.6650489168693487,0.16611252876353594,0.8763027559301554
Efha1,-0.037,0.031,0.266,29.1,28.2,29.4,0.39882105576969057,0.7672349237991238,0.01576675438776223
2700007P21Rik,-0.002,0.016,0.311,20.7,18.7,20.1,0.443270217029373,0.8694802148864388,0.3654990882963499
Decr1,-0.326,-0.394,0.123,23.8,27.1,28.5,0.19952976264713493,0.014217976223434852,0.5666713066491464
Psmb10,-0.288,-0.73,0.036,18.6,19.0,24.4,0.21760246277006098,0.011287826138374412,0.8477280045161011
Bud31,0.122,0.091,0.165,27.2,27.9,26.1,0.6170928102849114,0.6171738177596147,0.14436650802582787
AI314976,-0.359,-0.164,0.19,10.0,11.7,14.0,0.15371038718645302,0.28522178772423,0.3906268247660772
Fpgt,-0.133,-0.01,0.214,12.6,11.1,15.5,0.3109000216532782,0.7989010423719262,0.5247643689502304
Zfp651,-0.507,0.536,0.089,3.8,6.4,5.5,0.10933944672316762,0.1697144829338849,0.5908012080539897
Eif4e,0.366,-0.269,0.102,57.2,37.5,43.1,0.9366239877641176,0.24171339734468786,0.5252952546556522
2310028H24Rik,-0.163,-0.37,0.062,2.4,2.2,3.5,0.3491071946066237,0.1482201462121277,0.779604373122554
Mta3,-0.13,0.404,-0.015,12.5,18.2,13.6,0.30988117052085645,0.10195695756321406,0.930449373379004
Aamp,-0.1,-0.135,0.134,20.8,20.0,22.9,0.3489984631747975,0.5413013802615714,0.4327575451813027
Stxbp4,-0.135,0.272,0.268,18.8,20.3,20.8,0.32188407520056783,0.013413194323763509,0.2786475977423476
Ankrd33b,0.264,0.617,0.134,16.5,14.9,21.2,0.8243898913425962,0.20766569550838027,0.471844884789945
Atg2a,-0.228,0.027,0.209,34.1,31.8,35.4,0.2395382093848679,0.9226575974683089,0.2757984395754454
Bok,0.446,0.258,0.317,24.7,28.3,19.1,0.9654000873143,0.21660806749617706,0.16128335690318854
Ptpn1,0.456,0.491,0.262,38.9,35.0,34.9,0.9489492633073471,0.08754581660227133,0.028061731449499375
Cc2d1b,-0.107,0.429,-0.005,6.5,7.6,7.8,0.40618152818336173,0.11456638528964189,0.9608249463024588
Tmem214,0.058,-0.038,0.146,55.8,47.8,45.2,0.51618647565314,0.7500106708797659,0.5405920896171157
Rplp0,0.641,0.179,0.106,67.8,50.6,38.4,0.7457731539781622,0.0744321669108081,0.4950689133112196
Mtmr1,-0.058,0.248,0.382,22.2,18.7,23.9,0.38307331235120357,0.5503511034126264,0.06754123311542341
Stk4,0.132,0.279,0.198,39.1,36.9,34.9,0.6134978879528851,0.305648721226045,0.32414728053826974
Scrib,-0.069,0.128,0.323,9.9,10.0,11.4,0.39448510336781595,0.4439815762560133,0.23472188422747287
Fbxo45,0.226,0.501,0.386,16.6,17.6,18.9,0.7462911196250381,0.37033930387062425,0.0738168298696549
Ptpn23,-0.009,0.004,0.16,29.4,25.9,27.8,0.43691673050228524,0.9736771372394993,0.32470474608703
D11Wsu99e,0.299,-0.222,0.171,8.7,7.5,7.7,0.8552630098848143,0.07524930775212073,0.3897224996340182
Fam57b,-0.711,-0.34,-0.385,4.1,3.5,2.6,0.11879237516168424,0.5221863574882177,0.434789616297183
Ampd3,0.903,0.602,0.133,9.6,7.7,8.7,0.524728990008614,0.12265556288098589,0.44287526815623196
Cct7,0.338,-0.07,0.171,100.8,80.1,80.0,0.8964315226670765,0.6920400912268532,0.2670546972090428
BC005764,-0.441,-0.004,0.049,7.6,8.5,10.6,0.142214644105997,0.9812196207203697,0.8683648140071212
Leo1,0.616,0.557,0.052,23.0,27.1,21.8,0.767652469015734,0.14348285024781118,0.7619056703478296
S100a1,-0.256,-0.61,-0.153,13.4,10.5,16.3,0.22054638026438939,0.015190344034112227,0.6053441828636875
Atmin,0.229,0.301,0.292,19.9,18.0,19.8,0.7565037273419155,0.4183350822705841,0.19894146849753752
Pde7a,0.096,0.531,0.389,18.9,15.4,20.0,0.5600994908715857,0.1688918252840911,0.08762483277999819
Cdkn2b,-0.588,-0.008,0.319,13.2,16.3,14.6,0.06067390605807034,0.9731881760621581,0.02557569208399595
Nedd1,-0.018,-0.133,0.372,20.1,16.1,19.3,0.435192745663882,0.4710781131883026,0.10659927258535308
Llgl1,-0.46,0.403,0.34,17.9,23.8,23.9,0.1427703815620015,0.11543734725176354,0.24410662052436202
Fam45a,-0.069,-0.288,0.096,40.2,31.7,40.9,0.383605025778213,0.14959239977600705,0.6764170284588004
Noc3l,0.296,0.046,0.16,16.2,14.6,12.8,0.8473374584167417,0.7638406100603552,0.4039460578213143
Sec11a,0.146,-0.054,0.288,37.8,35.1,31.1,0.6428052385710843,0.676713085215706,0.19101528807413723
5430416O09Rik,-1.057,-0.537,0.171,6.4,7.5,15.4,0.007729084773545746,0.10348145115164673,0.5489588866377527
Ndufb11,-0.138,-0.292,0.07,32.4,33.7,34.3,0.304785577205634,0.045558184622081034,0.7621154801187106
Rpl22l1,-0.031,-0.275,-0.216,32.6,37.5,34.6,0.4115152879111888,0.45903058453467993,0.20359138864827103
Klhdc5,-0.24,0.016,0.344,30.1,33.2,33.3,0.2510133323615438,0.9567366850839787,0.16142179963716916
Tmem201,0.03,0.148,0.124,10.5,11.2,11.5,0.499570792521262,0.5928168693595152,0.6415915871716241
Zfp319,0.008,0.231,0.32,13.7,14.7,13.5,0.47107457387516455,0.4079705942241833,0.13326540016343577
Smagp,-0.246,-0.619,-0.04,26.7,20.7,28.4,0.2114661789771108,0.0767421650807186,0.7378810337303678
Dleu2,-0.609,0.06,0.473,19.2,18.0,28.6,0.06817188805302946,0.86525093516711,0.09748737421717141
Itpkc,0.275,0.442,0.008,9.2,9.0,9.1,0.8122206175246958,0.09172111331157193,0.9801387390269756
Sh3bp5,0.444,0.455,0.256,46.0,40.0,28.2,0.9609274707886744,0.2895767767684886,0.36497541907044956
Rabgef1,0.123,-0.045,0.236,36.3,28.6,42.1,0.6559519506836935,0.8888428737040602,0.347678012657738
Ndufa4,0.067,-0.59,0.106,42.5,37.1,39.1,0.5453407818758296,0.004374580680047614,0.7550772336686438
Cyb5r4,-0.185,0.016,0.184,11.1,10.9,12.7,0.271091170489065,0.9486284784239729,0.46004867801262733
Limd2,-0.172,0.423,-0.016,8.7,11.3,11.1,0.2954660206724856,0.1295003675195162,0.9434959016819553
Paxip1,-0.158,0.348,0.009,22.1,26.5,27.8,0.3373342456804099,0.11438985441734041,0.9493014240088665
Rab1b,-0.341,-0.438,0.03,22.9,23.4,25.0,0.14890257265472506,0.33428160089083014,0.922561988760471
Dcun1d1,0.064,-0.013,0.152,20.9,18.4,17.5,0.5265978801665037,0.9303245195552832,0.12479014542125283
Acad9,-0.141,-0.022,0.182,12.4,13.6,15.5,0.31638544957691306,0.9295625399380197,0.31693774792504814
Ppp4c,-0.022,-0.332,0.044,18.7,15.5,19.4,0.41638269171000963,0.4857858484577064,0.6665923971377643
Mast3,-0.279,0.281,0.344,9.4,11.3,13.1,0.22358848358368602,0.2172861205547836,0.12693233549123228
Csnk2a2,0.273,0.449,0.127,31.8,29.5,29.7,0.8071580356862,0.16210699664248798,0.6258915018432055
Msh6,0.42,0.877,0.189,23.3,22.3,19.3,0.9954287691631037,0.0007227873357817542,0.4678075833489443
Satb1,-0.691,0.437,0.275,5.1,7.5,10.3,0.10036152357754731,0.08678740748354187,0.25247206347805934
D19Ertd386e,-0.034,0.139,0.478,35.2,29.6,36.6,0.40240733867900286,0.27349881434433504,0.07560354689003454
Cnpy2,-0.048,-0.162,0.034,21.1,26.4,17.7,0.41206388796174986,0.2899509811180945,0.8511900310369062
Meaf6,-0.111,-0.087,0.026,13.5,14.2,17.5,0.3457839681472133,0.6105762160665325,0.8650887164604643
Rnf214,-0.031,0.303,0.229,14.7,16.0,17.4,0.41846847162045564,0.1172924837158184,0.21630144479825833
Gpr157,-0.646,-0.057,0.177,2.5,3.0,6.5,0.04895037102709539,0.8761622949099079,0.49047393566740405
Foxl2,-0.324,-0.134,0.224,7.3,7.6,9.3,0.16198128818650012,0.7364914219133678,0.17198252237335732
Kif3a,0.087,0.173,0.269,34.9,30.1,30.4,0.5551241083772103,0.17365090374697398,0.16757456144916158
Pcmtd2,-0.531,-0.193,0.253,16.7,17.4,21.7,0.06933914704105927,0.5397846180063929,0.17424205834655507
Zcchc17,-0.177,0.004,0.118,15.2,16.8,14.6,0.29103681654929797,0.9702337502073872,0.04867731059996099
A730011L01Rik,-0.127,-0.139,0.377,7.3,9.1,9.4,0.34303034235172686,0.3759477158169019,0.19012656391000635
Cited2,-0.271,-0.364,-0.242,16.0,17.8,24.2,0.294667555746517,0.5170194972432611,0.4672264262802598
Tbc1d22b,-0.32,-0.056,0.133,8.0,10.3,11.0,0.2020455775942106,0.8218645100335912,0.5571038498035566
Stk40,0.355,0.471,0.03,36.0,24.5,31.7,0.9259593580795753,0.34957634458966336,0.8813883330871225
Blcap,0.158,-0.451,0.219,10.7,8.1,9.5,0.6648085571348039,0.2105229175811197,0.30008205336716304
Gm13961,0.192,-0.103,0.194,13.7,7.4,9.8,0.7328596226778301,0.6779041298158979,0.25411662020422915
Sema6b,0.313,0.209,0.021,20.5,15.8,16.6,0.8605615296166602,0.29856141914658135,0.8663994188794372
Vps72,-0.346,-0.557,-0.058,17.8,15.9,18.9,0.14682433255318872,0.2487522028595532,0.7806802651147265
Vta1,0.155,-0.151,0.091,14.4,13.4,12.7,0.6525702901402057,0.2147115230444117,0.45763785653435424
Fbf1,-0.425,0.403,0.318,9.1,12.2,15.6,0.14348838935918543,0.27706408630168494,0.24588881887683744
Rab40c,-0.257,-0.172,0.227,9.1,10.9,12.1,0.22494958764382197,0.2260942635921275,0.2404277163374768
Orc2,0.193,-0.127,0.118,18.6,16.2,18.1,0.7024306854638735,0.4614022479620078,0.31543879878504005
Vcam1,-0.234,0.301,0.261,125.1,118.0,115.3,0.2913516329741747,0.20751723182117757,0.10597560054097341
Tec,0.093,0.103,0.268,46.2,26.9,28.4,0.6258437389717421,0.7069145532247749,0.1802593025721921
Rpl7,-0.039,0.043,0.049,51.6,55.4,44.3,0.41327463815300136,0.8108489904092768,0.5547849726766422
Gm8017,-0.14,-0.139,-0.07,118.0,140.8,117.4,0.34643201935845436,0.3629859897813529,0.6200899962769508
Crtc1,-0.445,0.25,0.253,12.0,16.7,18.4,0.12834411361811662,0.43141765111402164,0.17463295386774144
Trap1,0.353,0.073,0.221,32.6,28.5,30.9,0.9193859130525629,0.1577325400011785,0.1943757343284925
08-Sep,0.149,0.18,-0.155,43.3,53.7,47.0,0.7212533064336121,0.40965039174515233,0.4257735580560556
Yars,0.707,-0.029,0.217,32.5,20.4,20.0,0.6669088623405268,0.7908137275458442,0.3654264221538795
Arhgap25,0.192,0.228,0.151,52.0,34.5,34.0,0.703382360982036,0.4426703789118322,0.32641346727679
Lcmt1,-0.311,-0.016,0.125,9.7,11.8,13.2,0.18286992298586102,0.8277976828264277,0.49826213184579415
Sc5d,-0.063,-0.33,0.232,22.2,17.0,25.5,0.37097229257955333,0.22950916391925386,0.09796255152205574
Tbc1d2b,0.066,0.348,0.096,24.2,28.5,27.9,0.5986740011622831,0.23634182093061912,0.7337327394275449
Myof,-0.107,1.44,0.309,24.8,46.4,35.7,0.3374271419987201,0.012646475433264798,0.06653141673337701
Fbxo7,-0.521,-0.246,0.19,18.1,18.3,31.6,0.07656215452600137,0.44135853627866584,0.22971121223704524
Med8,-0.04,-0.229,0.529,10.2,9.1,10.3,0.43071560011019666,0.07274107613153448,0.05447442589191232
Thap2,-0.167,0.185,0.217,11.6,12.5,10.0,0.28412931711306677,0.29977614828971966,0.19627025680068208
Ampd2,0.465,0.22,0.117,15.3,13.0,11.7,0.9347429025073531,0.22085114303538383,0.5103788228309217
Rasd1,-0.482,-0.078,-0.139,13.7,24.9,29.1,0.13817509738141692,0.8898489565823731,0.25929402217216874
4833420G17Rik,-0.398,0.168,0.237,16.8,14.7,18.7,0.13180306132055872,0.5130796018077173,0.10049901152250122
Dnaja3,-0.054,-0.076,0.289,18.7,17.0,22.0,0.4149804906542438,0.733904457167269,0.2796453414220293
Rnase4,-0.1,0.326,0.495,42.5,41.5,28.8,0.3490737012385612,0.14955697563413425,0.2070373616956214
Rab2b,-0.029,0.004,0.234,28.6,27.3,30.3,0.4080281935056529,0.9879824935400683,0.182555521514435
Tef,-0.403,0.096,0.106,48.2,34.4,39.1,0.2100634982211026,0.883705549219141,0.3810963537522353
Fam53b,-0.269,-0.235,-0.077,11.0,13.0,15.6,0.24814831149849234,0.4427639454374503,0.77619097573468
Rnps1,0.241,-0.015,-0.037,8.1,6.1,7.0,0.7602758973199668,0.9748909128336805,0.8479113581854446
Dhcr24,-0.424,-0.644,-0.075,15.4,11.9,16.9,0.17190804876125595,0.08742009896329477,0.781055607031337
Gpr160,-0.717,-0.06,0.197,13.2,15.8,24.6,0.035339199149628346,0.37164727955120713,0.37288148003800947
Tapbpl,-0.452,-0.456,0.134,7.0,8.9,12.9,0.13765421890474508,0.17594249902887898,0.3854221428210613
Stc1,2.214,0.733,-0.033,273.6,45.6,41.1,0.2604089354331072,0.5741653634703856,0.7153020459400528
Bambi,-0.337,-0.302,0.041,23.8,26.5,29.2,0.16391753720860044,0.12210790125425179,0.8514565964165914
Cstf3,-0.087,0.068,0.488,19.2,17.9,25.4,0.35774558297020037,0.47168455880921356,0.09229757142157165
Phka1,-0.222,0.014,0.296,17.1,14.9,22.4,0.24042192284016853,0.9690995396751583,0.1381885643753493
Yeats2,-0.106,0.218,0.153,29.4,32.7,31.6,0.33404095425216096,0.3987890018632009,0.28327245688002844
Bcl2l2,0.477,0.309,-0.252,13.3,17.0,16.9,0.9188682918422253,0.56554505682584,0.528061256894019
Gsr,0.233,-0.176,0.253,22.4,14.6,21.1,0.7541619762671371,0.523478243340508,0.25714920061775326
Atp13a1,0.041,0.116,0.249,24.8,24.1,26.2,0.4995438144311337,0.6879974340073899,0.4569242516563704
C2cd2l,-0.113,0.098,-0.084,37.3,31.1,41.7,0.3404440230187562,0.7178615629280372,0.6045543555609305
Eml6,-0.128,0.416,0.011,14.6,15.5,18.4,0.3034606785826909,0.1721852033035751,0.9614239733086289
Jagn1,0.16,-0.393,-0.097,25.2,23.6,17.7,0.6698063824225049,0.04585073344804695,0.5735374491861662
Prkcsh,0.135,0.034,0.053,28.3,29.3,24.0,0.6266711821488995,0.6335739751610943,0.812513660065695
Rad50,-0.157,0.439,0.533,23.4,29.4,29.9,0.29345197100480885,0.1670750793687421,0.10177861818072584
Acaa2,-0.366,-0.256,0.055,32.0,38.4,39.1,0.15999331171961617,0.031084128166479853,0.7854610410396783
